"utterance","episode_name","season","episode_number","character"
"Hey.","Chapter Seven The Bite","3","7",NA
"Sorry.","Chapter Seven The Bite","3","7",NA
"Sorry.","Chapter Seven The Bite","3","7",NA
"Did you... find him?","Chapter Seven The Bite","3","7",NA
"The movies?","Chapter Seven The Bite","3","7",NA
"Dustin's so freaked out about the gate, he decides to go watch a movie?","Chapter Seven The Bite","3","7",NA
"Yeah, makes total sense.","Chapter Seven The Bite","3","7",NA
"You're positive he said ""gate"" and not ""great""?","Chapter Seven The Bite","3","7",NA
"Yeah, like, ""This movie I'm watching is great.""","Chapter Seven The Bite","3","7",NA
"Sounded like ""gate.""","Chapter Seven The Bite","3","7",NA
"Which would explain how the Mind Flayer's still alive.","Chapter Seven The Bite","3","7",NA
"Yeah, we just have to shut it again.","Chapter Seven The Bite","3","7",NA
"Then the monster dies.","Chapter Seven The Bite","3","7",NA
"But if not, we always have Lucas' fireworks.","Chapter Seven The Bite","3","7",NA
"Keep mocking my plan, Max. Keep mocking it.","Chapter Seven The Bite","3","7",NA
"I wanna hear you say it again, because you keep doubting me.","Chapter Seven The Bite","3","7",NA
"You keep doubting me!","Chapter Seven The Bite","3","7",NA
"Ridiculous.","Chapter Seven The Bite","3","7",NA
"Will?","Chapter Seven The Bite","3","7",NA
"We're gonna prove 'em wrong, right?","Chapter Seven The Bite","3","7",NA
"The ceiling stopped spinning for me.","Chapter Seven The Bite","3","7",NA
"Is it still spinning for you?","Chapter Seven The Bite","3","7",NA
"Holy shit.","Chapter Seven The Bite","3","7",NA
"No.","Chapter Seven The Bite","3","7",NA
"You think we puked it all up?","Chapter Seven The Bite","3","7",NA
"Maybe. Ask me something.","Chapter Seven The Bite","3","7",NA
"Interrogate me.","Chapter Seven The Bite","3","7",NA
"Okay. Interrogate you. Sure.","Chapter Seven The Bite","3","7",NA
"Um...","Chapter Seven The Bite","3","7",NA
"When was the last time you, uh, peed your pants?","Chapter Seven The Bite","3","7",NA
"Today.","Chapter Seven The Bite","3","7",NA
"What?","Chapter Seven The Bite","3","7",NA
"When the Russian doctor took out the bone saw.","Chapter Seven The Bite","3","7",NA
"Oh, my God.","Chapter Seven The Bite","3","7",NA
"It was just a little bit, though.","Chapter Seven The Bite","3","7",NA
"Yeah, it's definitely still in her system.","Chapter Seven The Bite","3","7",NA
"Oh...","Chapter Seven The Bite","3","7",NA
"All right, my turn.","Chapter Seven The Bite","3","7",NA
"Okay.","Chapter Seven The Bite","3","7",NA
"Hit me.","Chapter Seven The Bite","3","7",NA
"Have you...","Chapter Seven The Bite","3","7",NA
"ever been in love?","Chapter Seven The Bite","3","7",NA
"Yep. Nancy Wheeler.","Chapter Seven The Bite","3","7",NA
"First semester, senior year.","Chapter Seven The Bite","3","7",NA
"Oh, my God.","Chapter Seven The Bite","3","7",NA
"She's such a priss.","Chapter Seven The Bite","3","7",NA
"Hm.","Chapter Seven The Bite","3","7",NA
"Turns out, not really.","Chapter Seven The Bite","3","7",NA
"Are you still in love with Nancy?","Chapter Seven The Bite","3","7",NA
"No.","Chapter Seven The Bite","3","7",NA
"Why not?","Chapter Seven The Bite","3","7",NA
"I think it's because I found someone who's a little bit better for me.","Chapter Seven The Bite","3","7",NA
"It's crazy.","Chapter Seven The Bite","3","7",NA
"Ever since Dustin got home, he's been saying,","Chapter Seven The Bite","3","7",NA
"""You know, you gotta find your Suzie. You gotta find your Suzie.""","Chapter Seven The Bite","3","7",NA
"Wait, who's Suzie?","Chapter Seven The Bite","3","7",NA
"It's some girl from camp, I guess his girlfriend.","Chapter Seven The Bite","3","7",NA
"To be honest with you, I'm not 100% sure she's even real.","Chapter Seven The Bite","3","7",NA
"But that's not... that's not really the point.","Chapter Seven The Bite","3","7",NA
"That doesn't matter. The point is, this girl, you know, the one that I like,","Chapter Seven The Bite","3","7",NA
"it's somebody that I... didn't even talk to in school.","Chapter Seven The Bite","3","7",NA
"And I don't even know why.","Chapter Seven The Bite","3","7",NA
"Maybe 'cause Tommy H. would've made fun of me or...","Chapter Seven The Bite","3","7",NA
"I wouldn't be...","Chapter Seven The Bite","3","7",NA
"prom king.","Chapter Seven The Bite","3","7",NA
"It's stupid. I mean, Dustin's right, it's all just a bunch of bullshit anyways.","Chapter Seven The Bite","3","7",NA
"Because, when I think about it,","Chapter Seven The Bite","3","7",NA
"I should've been hanging out with this girl the whole time.","Chapter Seven The Bite","3","7",NA
"First of all, she's hilarious. She's so funny.","Chapter Seven The Bite","3","7",NA
"I feel like, this summer, I have laughed harder","Chapter Seven The Bite","3","7",NA
"than I have laughed...","Chapter Seven The Bite","3","7",NA
"in a really long time.","Chapter Seven The Bite","3","7",NA
"And she's smart.","Chapter Seven The Bite","3","7",NA
"Way smarter than me.","Chapter Seven The Bite","3","7",NA
"You know, she can crack, like, top secret Russian codes and...","Chapter Seven The Bite","3","7",NA
"You know? She's honestly unlike anyone I've ever even met before.","Chapter Seven The Bite","3","7",NA
"Robin?","Chapter Seven The Bite","3","7",NA
"Robin, did you just OD in there?","Chapter Seven The Bite","3","7",NA
"No.","Chapter Seven The Bite","3","7",NA
"I...","Chapter Seven The Bite","3","7",NA
"am still alive.","Chapter Seven The Bite","3","7",NA
"The floor's disgusting.","Chapter Seven The Bite","3","7",NA
"Yeah, well, I already got a bunch of blood and puke on my shirt, so...","Chapter Seven The Bite","3","7",NA
"What do you think?","Chapter Seven The Bite","3","7",NA
"About?","Chapter Seven The Bite","3","7",NA
"This girl.","Chapter Seven The Bite","3","7",NA
"She sounds awesome.","Chapter Seven The Bite","3","7",NA
"She is awesome. And what about the guy?","Chapter Seven The Bite","3","7",NA
"I think he's on drugs, and he's not thinking straight.","Chapter Seven The Bite","3","7",NA
"Really? 'Cause I think he's thinking a lot more clearly than usual.","Chapter Seven The Bite","3","7",NA
"He's not.","Chapter Seven The Bite","3","7",NA
"Look...","Chapter Seven The Bite","3","7",NA
"he doesn't even know this girl.","Chapter Seven The Bite","3","7",NA
"And if he did know her,","Chapter Seven The Bite","3","7",NA
"like... like really know her,","Chapter Seven The Bite","3","7",NA
"I don't think he'd even want to be her friend.","Chapter Seven The Bite","3","7",NA
"No, that's not true. No way is that true.","Chapter Seven The Bite","3","7",NA
"Listen to me, Steve.","Chapter Seven The Bite","3","7",NA
"It's shocked me to my core,","Chapter Seven The Bite","3","7",NA
"but I like you.","Chapter Seven The Bite","3","7",NA
"I really like you.","Chapter Seven The Bite","3","7",NA
"But I'm not like your other friends.","Chapter Seven The Bite","3","7",NA
"And I'm not like Nancy Wheeler.","Chapter Seven The Bite","3","7",NA
"Robin, that's exactly why I like you.","Chapter Seven The Bite","3","7",NA
"Do you remember what I said about Click's class?","Chapter Seven The Bite","3","7",NA
"About me being jealous and, like, obsessed?","Chapter Seven The Bite","3","7",NA
"Yeah.","Chapter Seven The Bite","3","7",NA
"It isn't because I had a crush on you.","Chapter Seven The Bite","3","7",NA
"It's because...","Chapter Seven The Bite","3","7",NA
"she wouldn't stop staring at you.","Chapter Seven The Bite","3","7",NA
"Mrs. Click?","Chapter Seven The Bite","3","7",NA
"Tammy Thompson.","Chapter Seven The Bite","3","7",NA
"I wanted her to look at me.","Chapter Seven The Bite","3","7",NA
"But... she couldn't pull her eyes away from you","Chapter Seven The Bite","3","7",NA
"and your stupid hair.","Chapter Seven The Bite","3","7",NA
"And I didn't understand, because you would get","Chapter Seven The Bite","3","7",NA
"bagel crumbs all over the floor.","Chapter Seven The Bite","3","7",NA
"And you asked dumb questions.","Chapter Seven The Bite","3","7",NA
"And you were a douchebag.","Chapter Seven The Bite","3","7",NA
"And... And you didn't even like her and...","Chapter Seven The Bite","3","7",NA
"I would go home...","Chapter Seven The Bite","3","7",NA
"and just scream into my pillow.","Chapter Seven The Bite","3","7",NA
"But Tammy Thompson's a girl.","Chapter Seven The Bite","3","7",NA
"Steve.","Chapter Seven The Bite","3","7",NA
"Yeah?","Chapter Seven The Bite","3","7",NA
"Oh.","Chapter Seven The Bite","3","7",NA
"Oh.","Chapter Seven The Bite","3","7",NA
"Holy shit.","Chapter Seven The Bite","3","7",NA
"Yeah.","Chapter Seven The Bite","3","7",NA
"Holy shit.","Chapter Seven The Bite","3","7",NA
"Steve...","Chapter Seven The Bite","3","7",NA
"did you OD over there?","Chapter Seven The Bite","3","7",NA
"No, I just, uh...","Chapter Seven The Bite","3","7",NA
"just thinking.","Chapter Seven The Bite","3","7",NA
"Okay.","Chapter Seven The Bite","3","7",NA
"I mean, yeah.","Chapter Seven The Bite","3","7",NA
"Tammy Thompson, you know, she's cute and all, but...","Chapter Seven The Bite","3","7",NA
"I mean,","Chapter Seven The Bite","3","7",NA
"she's a total dud.","Chapter Seven The Bite","3","7",NA
"She is not.","Chapter Seven The Bite","3","7",NA
"Yes, she is. She wants to be, like, a singer.","Chapter Seven The Bite","3","7",NA
"She wants to move to, like, Nashville and shit.","Chapter Seven The Bite","3","7",NA
"She has dreams.","Chapter Seven The Bite","3","7",NA
"She can't even hold a tune.","Chapter Seven The Bite","3","7",NA
"She's practically tone-deaf. Have you heard her?","Chapter Seven The Bite","3","7",NA
"All the time.","Chapter Seven The Bite","3","7",NA
"♪ You see me now tonight ♪","Chapter Seven The Bite","3","7",NA
"Shut up.","Chapter Seven The Bite","3","7",NA
"♪ You see me... ♪","Chapter Seven The Bite","3","7",NA
"She does not sound like that.","Chapter Seven The Bite","3","7",NA
"She sounds exactly...","Chapter Seven The Bite","3","7",NA
"That's a great impersonation of her.","Chapter Seven The Bite","3","7",NA
"She does not.","Chapter Seven The Bite","3","7",NA
"You sound like a Muppet.","Chapter Seven The Bite","3","7",NA
"She sounds like a Muppet.","Chapter Seven The Bite","3","7",NA
"She sounds like a Muppet giving birth.","Chapter Seven The Bite","3","7",NA
"♪ And if you could hold me tight ♪","Chapter Seven The Bite","3","7",NA
"♪ We'll be holding on forever ♪","Chapter Seven The Bite","3","7",NA
"Exactly.","Chapter Seven The Bite","3","7",NA
"I know!","Chapter Seven The Bite","3","7",NA
"Okay.","Chapter Seven The Bite","3","7",NA
"What the hell?","Chapter Seven The Bite","3","7",NA
"And why all this?","Chapter Seven The Bite","3","7",NA
"If I just turn the keys, it's like turning off a car.","Chapter Seven The Bite","3","7",NA
"But then the car still works, does it not?","Chapter Seven The Bite","3","7",NA
"Yes.","Chapter Seven The Bite","3","7",NA
"And do you want the car to still work or do you want it to explode?","Chapter Seven The Bite","3","7",NA
"I want the car to explode.","Chapter Seven The Bite","3","7",NA
"Good. Then do this.","Chapter Seven The Bite","3","7",NA
"Just make sure you are nowhere near it when it does. It is not pretty.","Chapter Seven The Bite","3","7",NA
"Turns people into dust.","Chapter Seven The Bite","3","7",NA
"And then...","Chapter Seven The Bite","3","7",NA
"It's over.","Chapter Seven The Bite","3","7",NA
"And I become an American citizen and join in the fun, yes?","Chapter Seven The Bite","3","7",NA
"Who said you had to be an American to join the fun?","Chapter Seven The Bite","3","7",NA
"It doesn't get more American than this, my friend.","Chapter Seven The Bite","3","7",NA
"Fatty foods, ugly decadence,","Chapter Seven The Bite","3","7",NA
"rigged games...","Chapter Seven The Bite","3","7",NA
"Fifteen tickets, please.","Chapter Seven The Bite","3","7",NA
"They are rigged, these games?","Chapter Seven The Bite","3","7",NA
"Yes.","Chapter Seven The Bite","3","7",NA
"They do not look rigged.","Chapter Seven The Bite","3","7",NA
"That's just it, my dear Alexei.","Chapter Seven The Bite","3","7",NA
"They have been designed to present the illusion of fairness!","Chapter Seven The Bite","3","7",NA
"But it's all a scam, a trick,","Chapter Seven The Bite","3","7",NA
"to put your money in the rich man's pocket.","Chapter Seven The Bite","3","7",NA
"That, my dear friend, is...","Chapter Seven The Bite","3","7",NA
"America.","Chapter Seven The Bite","3","7",NA
"But, hey...","Chapter Seven The Bite","3","7",NA
"knock yourself out.","Chapter Seven The Bite","3","7",NA
"Where are you going?","Chapter Seven The Bite","3","7",NA
"To get us the closest thing to food I can find.","Chapter Seven The Bite","3","7",NA
"Hey. Hey.","Chapter Seven The Bite","3","7",NA
"Karen.","Chapter Seven The Bite","3","7",NA
"Step right up!","Chapter Seven The Bite","3","7",NA
"...feel the wind push you back and it's gonna...","Chapter Seven The Bite","3","7",NA
"Hold on. Do we have seat belts?","Chapter Seven The Bite","3","7",NA
"Hey, Karen.","Chapter Seven The Bite","3","7",NA
"Joyce!","Chapter Seven The Bite","3","7",NA
"Oh, my gosh! How funny to see you here!","Chapter Seven The Bite","3","7",NA
"Where are the kids?","Chapter Seven The Bite","3","7",NA
"I... I haven't seen them. I don't think they're here yet.","Chapter Seven The Bite","3","7",NA
"You three, up against the wall!","Chapter Seven The Bite","3","7",NA
"No, where are they?","Chapter Seven The Bite","3","7",NA
"Oh, my gosh, I can hardly keep track these days.","Chapter Seven The Bite","3","7",NA
"Uh, they were at, uh...","Chapter Seven The Bite","3","7",NA
"Dustin's, then Lucas's,","Chapter Seven The Bite","3","7",NA
"then Max's.","Chapter Seven The Bite","3","7",NA
"Max...","Chapter Seven The Bite","3","7",NA
"You know how it is. Summer!","Chapter Seven The Bite","3","7",NA
"Probably getting into some kinda trouble.","Chapter Seven The Bite","3","7",NA
"Last warning, you two. Up against the wall!","Chapter Seven The Bite","3","7",NA
"Hold the ride!","Chapter Seven The Bite","3","7",NA
"On your life, Magnum.","Chapter Seven The Bite","3","7",NA
"Woo! Here we go!","Chapter Seven The Bite","3","7",NA
"Holy smokes!","Chapter Seven The Bite","3","7",NA
"Holy smokes!","Chapter Seven The Bite","3","7",NA
"Roads?","Chapter Seven The Bite","3","7",NA
"Where we're going, we don't need roads.","Chapter Seven The Bite","3","7",NA
"And...","Chapter Seven The Bite","3","7",NA
"blend.","Chapter Seven The Bite","3","7",NA
"It is so good!","Chapter Seven The Bite","3","7",NA
"Well, shit, that worked.","Chapter Seven The Bite","3","7",NA
"Course it worked.","Chapter Seven The Bite","3","7",NA
"We just have to get on the bus with the rest of these plebes,","Chapter Seven The Bite","3","7",NA
"and home sweet home, here we come.","Chapter Seven The Bite","3","7",NA
"Uh, Dustin?","Chapter Seven The Bite","3","7",NA
"What?","Chapter Seven The Bite","3","7",NA
"Yeah, we might not wanna go to your house.","Chapter Seven The Bite","3","7",NA
"Why?","Chapter Seven The Bite","3","7",NA
"Well, I might've told them your full name.","Chapter Seven The Bite","3","7",NA
"What is wrong with you?","Chapter Seven The Bite","3","7",NA
"Dude, I was drugged.","Chapter Seven The Bite","3","7",NA
"So?","Chapter Seven The Bite","3","7",NA
"So?","Chapter Seven The Bite","3","7",NA
"So, you resist. You tough it out. You tough it out like a man.","Chapter Seven The Bite","3","7",NA
"Oh, yeah, it's easy for you to say.","Chapter Seven The Bite","3","7",NA
"Guys?","Chapter Seven The Bite","3","7",NA
"Sorry for the inconvenience. Have a pleasant evening.","Chapter Seven The Bite","3","7",NA
"Abort.","Chapter Seven The Bite","3","7",NA
"Abort. Abort.","Chapter Seven The Bite","3","7",NA
"Shit.","Chapter Seven The Bite","3","7",NA
"Okay.","Chapter Seven The Bite","3","7",NA
"Come on, let's go, let's go.","Chapter Seven The Bite","3","7",NA
"That's three green!","Chapter Seven The Bite","3","7",NA
"And here's dart number four!","Chapter Seven The Bite","3","7",NA
"One more for the big prize!","Chapter Seven The Bite","3","7",NA
"You can do it, mister!","Chapter Seven The Bite","3","7",NA
"We have a winner!","Chapter Seven The Bite","3","7",NA
"Step right up, ladies and gentlemen!","Chapter Seven The Bite","3","7",NA
"Get your tickets right here!","Chapter Seven The Bite","3","7",NA
"Murray!","Chapter Seven The Bite","3","7",NA
"Look!","Chapter Seven The Bite","3","7",NA
"It's not rigged!","Chapter Seven The Bite","3","7",NA
"Ah!","Chapter Seven The Bite","3","7",NA
"It's not rigged.","Chapter Seven The Bite","3","7",NA
"Traitor.","Chapter Seven The Bite","3","7",NA
"Alexei!","Chapter Seven The Bite","3","7",NA
"Alexei!","Chapter Seven The Bite","3","7",NA
"Oh, no. Oh, my God. Let's go.","Chapter Seven The Bite","3","7",NA
"Easy.","Chapter Seven The Bite","3","7",NA
"Keep pressure on it.","Chapter Seven The Bite","3","7",NA
"I'll get you help.","Chapter Seven The Bite","3","7",NA
"I'll get help.","Chapter Seven The Bite","3","7",NA
"Jim... Jim.","Chapter Seven The Bite","3","7",NA
"Jim!","Chapter Seven The Bite","3","7",NA
"They got Alexei, Jim!","Chapter Seven The Bite","3","7",NA
"Jim! Alexei! They got Alexei, Jim!","Chapter Seven The Bite","3","7",NA
"We gotta go.","Chapter Seven The Bite","3","7",NA
"We gotta go.","Chapter Seven The Bite","3","7",NA
"What?","Chapter Seven The Bite","3","7",NA
"Let's go.","Chapter Seven The Bite","3","7",NA
"They make an odd couple, don't they?","Chapter Seven The Bite","3","7",NA
"Well, it's like they say,","Chapter Seven The Bite","3","7",NA
"there's someone for everyone.","Chapter Seven The Bite","3","7",NA
"Who wants a hot dog?","Chapter Seven The Bite","3","7",NA
"Find Murray, get the car,","Chapter Seven The Bite","3","7",NA
"bring it around back.","Chapter Seven The Bite","3","7",NA
"Okay.","Chapter Seven The Bite","3","7",NA
"Heading to ""Big Top.""","Chapter Seven The Bite","3","7",NA
"Northeast side of the fair.","Chapter Seven The Bite","3","7",NA
"Step right up, ladies and gentlemen!","Chapter Seven The Bite","3","7",NA
"Get your tickets to the Big Top here!","Chapter Seven The Bite","3","7",NA
"this side of the Mississippi.","Chapter Seven The Bite","3","7",NA
"Hey! Get your kids outta here! Police!","Chapter Seven The Bite","3","7",NA
"Get 'em out of here! Go!","Chapter Seven The Bite","3","7",NA
"You, sir!","Chapter Seven The Bite","3","7",NA
"Step on up!","Chapter Seven The Bite","3","7",NA
"I see you eyeing the maze!","Chapter Seven The Bite","3","7",NA
"Don't be surprised! Don't be scared!","Chapter Seven The Bite","3","7",NA
"Step on up, sir!","Chapter Seven The Bite","3","7",NA
"Do you dare enter the cave of horrors?","Chapter Seven The Bite","3","7",NA
"You never know what you might find around the corner.","Chapter Seven The Bite","3","7",NA
"Don't show your fear in the presence of the tiger.","Chapter Seven The Bite","3","7",NA
"Or you may never escape this cave alive.","Chapter Seven The Bite","3","7",NA
"Alexei!","Chapter Seven The Bite","3","7",NA
"Oh, my God.","Chapter Seven The Bite","3","7",NA
"I... I just left for a minute...","Chapter Seven The Bite","3","7",NA
"for a corn dog.","Chapter Seven The Bite","3","7",NA
"A stupid corn dog.","Chapter Seven The Bite","3","7",NA
"Oh, God.","Chapter Seven The Bite","3","7",NA
"Oh, no.","Chapter Seven The Bite","3","7",NA
"Vasilev, are you there? Vasilev? Answer!","Chapter Seven The Bite","3","7",NA
"What are you doing?","Chapter Seven The Bite","3","7",NA
"Hey!","Chapter Seven The Bite","3","7",NA
"Larry.","Chapter Seven The Bite","3","7",NA
"Joyce.","Chapter Seven The Bite","3","7",NA
"Ooh!","Chapter Seven The Bite","3","7",NA
"Yeah, lady!","Chapter Seven The Bite","3","7",NA
"Hey.","Chapter Seven The Bite","3","7",NA
"Comrade!","Chapter Seven The Bite","3","7",NA
"Get off me!","Chapter Seven The Bite","3","7",NA
"Goddamn!","Chapter Seven The Bite","3","7",NA
"Son of a bitch!","Chapter Seven The Bite","3","7",NA
"Hey!","Chapter Seven The Bite","3","7",NA
"Hit it. Hit it! Go! Go!","Chapter Seven The Bite","3","7",NA
"Alexei?","Chapter Seven The Bite","3","7",NA
"On the lower level...","Chapter Seven The Bite","3","7",NA
"Hey, translate.","Chapter Seven The Bite","3","7",NA
"We've found the children.","Chapter Seven The Bite","3","7",NA
"They are still in the mall. Lower level.","Chapter Seven The Bite","3","7",NA
"Keep all entrances locked down.","Chapter Seven The Bite","3","7",NA
"I repeat...","Chapter Seven The Bite","3","7",NA
"Keep all entrances locked down.","Chapter Seven The Bite","3","7",NA
"Everyone, get over here.","Chapter Seven The Bite","3","7",NA
"I found them.","Chapter Seven The Bite","3","7",NA
"What the hell?","Chapter Seven The Bite","3","7",NA
"You flung that thing like a Hot Wheel!","Chapter Seven The Bite","3","7",NA
"Lucas?","Chapter Seven The Bite","3","7",NA
"What are you doing here?","Chapter Seven The Bite","3","7",NA
"Ask them. It's their fault.","Chapter Seven The Bite","3","7",NA
"True, yeah. Totally true. It's absolutely our fault.","Chapter Seven The Bite","3","7",NA
"I don't understand what happened to that car.","Chapter Seven The Bite","3","7",NA
"El has superpowers.","Chapter Seven The Bite","3","7",NA
"I'm sorry?","Chapter Seven The Bite","3","7",NA
"Superpowers. She threw it with her mind.","Chapter Seven The Bite","3","7",NA
"C'mon, catch up.","Chapter Seven The Bite","3","7",NA
"That's El?","Chapter Seven The Bite","3","7",NA
"Who's El?","Chapter Seven The Bite","3","7",NA
"I'm sorry, who are you?","Chapter Seven The Bite","3","7",NA
"I'm Robin. I work with Steve.","Chapter Seven The Bite","3","7",NA
"She cracked the top secret code.","Chapter Seven The Bite","3","7",NA
"Yeah, which is how we found out about the Russians.","Chapter Seven The Bite","3","7",NA
"Russians? Wait, what Russians?","Chapter Seven The Bite","3","7",NA
"The Russians!","Chapter Seven The Bite","3","7",NA
"Those were Russians?","Chapter Seven The Bite","3","7",NA
"Some of them.","Chapter Seven The Bite","3","7",NA
"What are you talking about?","Chapter Seven The Bite","3","7",NA
"Didn't you hear our code red?","Chapter Seven The Bite","3","7",NA
"Yeah.","Chapter Seven The Bite","3","7",NA
"Couldn't understand what you were saying.","Chapter Seven The Bite","3","7",NA
"Goddamn low battery.","Chapter Seven The Bite","3","7",NA
"How many times do I have to tell you with the low battery?","Chapter Seven The Bite","3","7",NA
"Well, everything worked out, didn't it?","Chapter Seven The Bite","3","7",NA
"Worked out? We almost died.","Chapter Seven The Bite","3","7",NA
"Yeah, but we didn't, did we?","Chapter Seven The Bite","3","7",NA
"It was pretty damn close.","Chapter Seven The Bite","3","7",NA
"Okay, Russians?","Chapter Seven The Bite","3","7",NA
"As in, they're working for the Russian government?","Chapter Seven The Bite","3","7",NA
"What are you not comprehending?","Chapter Seven The Bite","3","7",NA
"Am I not speaking English?","Chapter Seven The Bite","3","7",NA
"We have a full-blown Red Dawn situation.","Chapter Seven The Bite","3","7",NA
"So this has nothing to do with the gate?","Chapter Seven The Bite","3","7",NA
"It has everything to do with the gate...","Chapter Seven The Bite","3","7",NA
"Whoa, whoa, whoa.","Chapter Seven The Bite","3","7",NA
"El! El!","Chapter Seven The Bite","3","7",NA
"What's wrong with her?","Chapter Seven The Bite","3","7",NA
"What's wrong?","Chapter Seven The Bite","3","7",NA
"My leg. My leg.","Chapter Seven The Bite","3","7",NA
"Her leg, her leg. Okay.","Chapter Seven The Bite","3","7",NA
"Get that off.","Chapter Seven The Bite","3","7",NA
"Okay.","Chapter Seven The Bite","3","7",NA
"El! El!","Chapter Seven The Bite","3","7",NA
"El! El, are you okay?","Chapter Seven The Bite","3","7",NA
"El! El!","Chapter Seven The Bite","3","7",NA
"El!","Chapter Seven The Bite","3","7",NA
"","Chapter Seven The Bite","3","7",NA
"- Still nothing?","Chapter Eight The Battle of Starcourt","3","8",NA
"Nothing.","Chapter Eight The Battle of Starcourt","3","8",NA
"Food court? You sure they said food court?","Chapter Eight The Battle of Starcourt","3","8",NA
"I'm sorry, have my translation skills been letting you down?","Chapter Eight The Battle of Starcourt","3","8",NA
"We don't know it's your kids.","Chapter Eight The Battle of Starcourt","3","8",NA
"Yes, we do.","Chapter Eight The Battle of Starcourt","3","8",NA
"What is that?","Chapter Eight The Battle of Starcourt","3","8",NA
"There's something in there.","Chapter Eight The Battle of Starcourt","3","8",NA
"No!","Chapter Eight The Battle of Starcourt","3","8",NA
"Jesus Christ.","Chapter Eight The Battle of Starcourt","3","8",NA
"Keep her talking. Keep her awake, okay?","Chapter Eight The Battle of Starcourt","3","8",NA
"Jesus Christ.","Chapter Eight The Battle of Starcourt","3","8",NA
"Hey, hey, hey. Stay awake, stay awake. Let's get her on this side, on this side.","Chapter Eight The Battle of Starcourt","3","8",NA
"Easy, easy, easy, easy.","Chapter Eight The Battle of Starcourt","3","8",NA
"It's, uh...","Chapter Eight The Battle of Starcourt","3","8",NA
"You know, it's not actually that bad. There was a...","Chapter Eight The Battle of Starcourt","3","8",NA
"The goalie on my soccer team, Beth Wildfire,","Chapter Eight The Battle of Starcourt","3","8",NA
"this other girl slid into her leg, and the bone came out of her knee,","Chapter Eight The Battle of Starcourt","3","8",NA
"six inches or something, it was insane.","Chapter Eight The Battle of Starcourt","3","8",NA
"Robin.","Chapter Eight The Battle of Starcourt","3","8",NA
"Yeah?","Chapter Eight The Battle of Starcourt","3","8",NA
"You're not helping.","Chapter Eight The Battle of Starcourt","3","8",NA
"I'm sorry.","Chapter Eight The Battle of Starcourt","3","8",NA
"Okay. All right, El?","Chapter Eight The Battle of Starcourt","3","8",NA
"This is gonna hurt like hell, okay?","Chapter Eight The Battle of Starcourt","3","8",NA
"Okay.","Chapter Eight The Battle of Starcourt","3","8",NA
"Need you to stay real still.","Chapter Eight The Battle of Starcourt","3","8",NA
"Here, you're gonna want to bite down on this, okay?","Chapter Eight The Battle of Starcourt","3","8",NA
"Jesus Christ.","Chapter Eight The Battle of Starcourt","3","8",NA
"Holy shit. Holy shit.","Chapter Eight The Battle of Starcourt","3","8",NA
"Do it.","Chapter Eight The Battle of Starcourt","3","8",NA
"Okay.","Chapter Eight The Battle of Starcourt","3","8",NA
"Oh, shit.","Chapter Eight The Battle of Starcourt","3","8",NA
"Jonathan!","Chapter Eight The Battle of Starcourt","3","8",NA
"Stop talking!","Chapter Eight The Battle of Starcourt","3","8",NA
"Goddamn it!","Chapter Eight The Battle of Starcourt","3","8",NA
"No! Stop it!","Chapter Eight The Battle of Starcourt","3","8",NA
"Stop! Stop!","Chapter Eight The Battle of Starcourt","3","8",NA
"I can do it.","Chapter Eight The Battle of Starcourt","3","8",NA
"I can do it.","Chapter Eight The Battle of Starcourt","3","8",NA
"God!","Chapter Eight The Battle of Starcourt","3","8",NA
"God!","Chapter Eight The Battle of Starcourt","3","8",NA
"The Mind Flayer, it built this monster in Hawkins,","Chapter Eight The Battle of Starcourt","3","8",NA
"to stop El, to kill her and pave a way into our world.","Chapter Eight The Battle of Starcourt","3","8",NA
"And it almost did. That was just one tiny piece of it.","Chapter Eight The Battle of Starcourt","3","8",NA
"How big is this thing?","Chapter Eight The Battle of Starcourt","3","8",NA
"It's big.","Chapter Eight The Battle of Starcourt","3","8",NA
"Thirty feet, at least.","Chapter Eight The Battle of Starcourt","3","8",NA
"Yeah.","Chapter Eight The Battle of Starcourt","3","8",NA
"It sorta destroyed your cabin.","Chapter Eight The Battle of Starcourt","3","8",NA
"Sorry.","Chapter Eight The Battle of Starcourt","3","8",NA
"Okay, so, just to be clear, this...","Chapter Eight The Battle of Starcourt","3","8",NA
"this big fleshy spider thing that hurt El,","Chapter Eight The Battle of Starcourt","3","8",NA
"it's some kind of gigantic... weapon?","Chapter Eight The Battle of Starcourt","3","8",NA
"Yes.","Chapter Eight The Battle of Starcourt","3","8",NA
"But instead of, like, screws and metal,","Chapter Eight The Battle of Starcourt","3","8",NA
"the Mind Flayer made its weapon...","Chapter Eight The Battle of Starcourt","3","8",NA
"with melted people.","Chapter Eight The Battle of Starcourt","3","8",NA
"Yes, exactly.","Chapter Eight The Battle of Starcourt","3","8",NA
"Yeah, okay.","Chapter Eight The Battle of Starcourt","3","8",NA
"I... Yeah, I'm just making sure.","Chapter Eight The Battle of Starcourt","3","8",NA
"Are we sure this thing is still out there, still alive?","Chapter Eight The Battle of Starcourt","3","8",NA
"El beat the shit out of it, but, yeah, it's still alive.","Chapter Eight The Battle of Starcourt","3","8",NA
"But if we close the gate again...","Chapter Eight The Battle of Starcourt","3","8",NA
"We cut the brain off from the body.","Chapter Eight The Battle of Starcourt","3","8",NA
"And kill it.","Chapter Eight The Battle of Starcourt","3","8",NA
