"utterance","episode_name","season","episode_number","character"
"Theoretically.","Chapter Eight The Battle of Starcourt","3","8",NA
"Yoo-hoo!","Chapter Eight The Battle of Starcourt","3","8",NA
"Yoo-hoo!","Chapter Eight The Battle of Starcourt","3","8",NA
"Okay, this is what Alexei called ""the hub.""","Chapter Eight The Battle of Starcourt","3","8",NA
"Now, the hub takes us to the vault room.","Chapter Eight The Battle of Starcourt","3","8",NA
"Okay, where's the gate?","Chapter Eight The Battle of Starcourt","3","8",NA
"Right here. I don't know the scale on this,","Chapter Eight The Battle of Starcourt","3","8",NA
"but I think it's fairly close to the vault room,","Chapter Eight The Battle of Starcourt","3","8",NA
"maybe 50 feet or so.","Chapter Eight The Battle of Starcourt","3","8",NA
"More like 500.","Chapter Eight The Battle of Starcourt","3","8",NA
"What, you're just gonna waltz in there like it's commie Disneyland or something?","Chapter Eight The Battle of Starcourt","3","8",NA
"I'm sorry, who are you?","Chapter Eight The Battle of Starcourt","3","8",NA
"Erica Sinclair. Who are you?","Chapter Eight The Battle of Starcourt","3","8",NA
"Murray...","Chapter Eight The Battle of Starcourt","3","8",NA
"Bauman.","Chapter Eight The Battle of Starcourt","3","8",NA
"Listen, Mr. Bunman,","Chapter Eight The Battle of Starcourt","3","8",NA
"I'm not trying to tell you how to do things,","Chapter Eight The Battle of Starcourt","3","8",NA
"but I've been down in that shithole for 24 hours.","Chapter Eight The Battle of Starcourt","3","8",NA
"And with all due respect, you do what this man tells you,","Chapter Eight The Battle of Starcourt","3","8",NA
"you're all gonna die.","Chapter Eight The Battle of Starcourt","3","8",NA
"I'm sorry, why is this four-year-old speaking to me?","Chapter Eight The Battle of Starcourt","3","8",NA
"Um, I'm ten, you bald bastard!","Chapter Eight The Battle of Starcourt","3","8",NA
"Erica!","Chapter Eight The Battle of Starcourt","3","8",NA
"Just the facts!","Chapter Eight The Battle of Starcourt","3","8",NA
"She's right. You're all gonna die, but you don't have to. Excuse me.","Chapter Eight The Battle of Starcourt","3","8",NA
"Sorry, may I?","Chapter Eight The Battle of Starcourt","3","8",NA
"Please.","Chapter Eight The Battle of Starcourt","3","8",NA
"Okay, see this room here? This is a storage facility.","Chapter Eight The Battle of Starcourt","3","8",NA
"There's a hatch in here that feeds into their underground ventilation system.","Chapter Eight The Battle of Starcourt","3","8",NA
"That will lead you to the base of the weapon.","Chapter Eight The Battle of Starcourt","3","8",NA
"It's a bit of a maze down there,","Chapter Eight The Battle of Starcourt","3","8",NA
"but between me and Erica, we can show you the way.","Chapter Eight The Battle of Starcourt","3","8",NA
"You can show us the way?","Chapter Eight The Battle of Starcourt","3","8",NA
"Don't worry, you can do all the fighting and the dangerous hero shit,","Chapter Eight The Battle of Starcourt","3","8",NA
"and we'll just be your...","Chapter Eight The Battle of Starcourt","3","8",NA
"navigators.","Chapter Eight The Battle of Starcourt","3","8",NA
"No.","Chapter Eight The Battle of Starcourt","3","8",NA
"Nope.","Chapter Eight The Battle of Starcourt","3","8",NA
"Well, that settles it.","Chapter Eight The Battle of Starcourt","3","8",NA
"He's gonna die. They're gonna die.","Chapter Eight The Battle of Starcourt","3","8",NA
"Yep, most likely.","Chapter Eight The Battle of Starcourt","3","8",NA
"You guys survived.","Chapter Eight The Battle of Starcourt","3","8",NA
"Barely.","Chapter Eight The Battle of Starcourt","3","8",NA
"We could've really used you guys down there.","Chapter Eight The Battle of Starcourt","3","8",NA
"Could've used you up here, too.","Chapter Eight The Battle of Starcourt","3","8",NA
"Yeah, man. We missed you, dude.","Chapter Eight The Battle of Starcourt","3","8",NA
"Yeah. Big-time.","Chapter Eight The Battle of Starcourt","3","8",NA
"I missed you guys, too.","Chapter Eight The Battle of Starcourt","3","8",NA
"Big-time.","Chapter Eight The Battle of Starcourt","3","8",NA
"Please don't cry, nerds.","Chapter Eight The Battle of Starcourt","3","8",NA
"Erica.","Chapter Eight The Battle of Starcourt","3","8",NA
"Keep saying my name, see what happens.","Chapter Eight The Battle of Starcourt","3","8",NA
"Hey, heads up. You can navigate, just from someplace safe.","Chapter Eight The Battle of Starcourt","3","8",NA
"It's not that simple.","Chapter Eight The Battle of Starcourt","3","8",NA
"The signal won't reach.","Chapter Eight The Battle of Starcourt","3","8",NA
"Not with this. You need something with a high enough frequency band","Chapter Eight The Battle of Starcourt","3","8",NA
"to relay with the Russians' radio tower.","Chapter Eight The Battle of Starcourt","3","8",NA
"But for that to work, you need someone who has both seen their comms room","Chapter Eight The Battle of Starcourt","3","8",NA
"and has access to a super-powered handcrafted radio tower,","Chapter Eight The Battle of Starcourt","3","8",NA
"one preferably already situated at the highest point in Hawkins.","Chapter Eight The Battle of Starcourt","3","8",NA
"Oh, wait.","Chapter Eight The Battle of Starcourt","3","8",NA
"That's me.","Chapter Eight The Battle of Starcourt","3","8",NA
"If you want us to navigate, you got us.","Chapter Eight The Battle of Starcourt","3","8",NA
"But we need a head start.","Chapter Eight The Battle of Starcourt","3","8",NA
"And a car.","Chapter Eight The Battle of Starcourt","3","8",NA
"Oh, man, now this...","Chapter Eight The Battle of Starcourt","3","8",NA
"this is what I'm talkin' about!","Chapter Eight The Battle of Starcourt","3","8",NA
"""Toddfather""?","Chapter Eight The Battle of Starcourt","3","8",NA
"Oh, screw Todd!","Chapter Eight The Battle of Starcourt","3","8",NA
"Steve's her daddy now.","Chapter Eight The Battle of Starcourt","3","8",NA
"Did you just talk about yourself in the third person?","Chapter Eight The Battle of Starcourt","3","8",NA
"Did he just call himself daddy?","Chapter Eight The Battle of Starcourt","3","8",NA
"All right, where are we going?","Chapter Eight The Battle of Starcourt","3","8",NA
"Weathertop.","Chapter Eight The Battle of Starcourt","3","8",NA
"Weather-what?","Chapter Eight The Battle of Starcourt","3","8",NA
"Just drive.","Chapter Eight The Battle of Starcourt","3","8",NA
"Okay. Jesus!","Chapter Eight The Battle of Starcourt","3","8",NA
"Bottom lock,","Chapter Eight The Battle of Starcourt","3","8",NA
"second-to-top lock,","Chapter Eight The Battle of Starcourt","3","8",NA
"third-to-top lock,","Chapter Eight The Battle of Starcourt","3","8",NA
"top lock.","Chapter Eight The Battle of Starcourt","3","8",NA
"Listen to me, I need to end this,","Chapter Eight The Battle of Starcourt","3","8",NA
"but I will be back before you know it, okay?","Chapter Eight The Battle of Starcourt","3","8",NA
"I don't know, Mom.","Chapter Eight The Battle of Starcourt","3","8",NA
"No, listen. You're gonna be safe there.","Chapter Eight The Battle of Starcourt","3","8",NA
"It's... It's far away from all this.","Chapter Eight The Battle of Starcourt","3","8",NA
"You just stick close to your brother and... and do whatever he says.","Chapter Eight The Battle of Starcourt","3","8",NA
"No matter what. Okay?","Chapter Eight The Battle of Starcourt","3","8",NA
"I'm not worried about me, Mom, I'm worried about you.","Chapter Eight The Battle of Starcourt","3","8",NA
"Oh, honey, I'm gonna be fine.","Chapter Eight The Battle of Starcourt","3","8",NA
"Okay? I'm gonna be fine.","Chapter Eight The Battle of Starcourt","3","8",NA
"Okay, Mom.","Chapter Eight The Battle of Starcourt","3","8",NA
"Okay, Mom. That's enough.","Chapter Eight The Battle of Starcourt","3","8",NA
"I'm gonna be fine.","Chapter Eight The Battle of Starcourt","3","8",NA
"Okay.","Chapter Eight The Battle of Starcourt","3","8",NA
"Mom, I can't breathe.","Chapter Eight The Battle of Starcourt","3","8",NA
"My battery's low, but...","Chapter Eight The Battle of Starcourt","3","8",NA
"You're suffocating me.","Chapter Eight The Battle of Starcourt","3","8",NA
"It will recharge.","Chapter Eight The Battle of Starcourt","3","8",NA
"I know it will, kid.","Chapter Eight The Battle of Starcourt","3","8",NA
"I know.","Chapter Eight The Battle of Starcourt","3","8",NA
"I can fight.","Chapter Eight The Battle of Starcourt","3","8",NA
"Better than any of us.","Chapter Eight The Battle of Starcourt","3","8",NA
"But right now,","Chapter Eight The Battle of Starcourt","3","8",NA
"I need you safe.","Chapter Eight The Battle of Starcourt","3","8",NA
"This thing is after you.","Chapter Eight The Battle of Starcourt","3","8",NA
"It's not after me.","Chapter Eight The Battle of Starcourt","3","8",NA
"Do you understand?","Chapter Eight The Battle of Starcourt","3","8",NA
"Hey...","Chapter Eight The Battle of Starcourt","3","8",NA
"I need you to understand.","Chapter Eight The Battle of Starcourt","3","8",NA
"Okay?","Chapter Eight The Battle of Starcourt","3","8",NA
"Hey.","Chapter Eight The Battle of Starcourt","3","8",NA
"We should probably go.","Chapter Eight The Battle of Starcourt","3","8",NA
"Mike?","Chapter Eight The Battle of Starcourt","3","8",NA
"Be careful.","Chapter Eight The Battle of Starcourt","3","8",NA
"What?","Chapter Eight The Battle of Starcourt","3","8",NA
"It's a two-man operation. Two!","Chapter Eight The Battle of Starcourt","3","8",NA
"Yeah, well, change of plans.","Chapter Eight The Battle of Starcourt","3","8",NA
"Change of plans?","Chapter Eight The Battle of Starcourt","3","8",NA
"Yeah. Will you explain it to him, please?","Chapter Eight The Battle of Starcourt","3","8",NA
"We have two options here, Jim.","Chapter Eight The Battle of Starcourt","3","8",NA
"We can turn the machine off, or we can explode it.","Chapter Eight The Battle of Starcourt","3","8",NA
"Oh, yeah, says who?","Chapter Eight The Battle of Starcourt","3","8",NA
"Says the man who built it!","Chapter Eight The Battle of Starcourt","3","8",NA
"Yeah, and we wanna explode it!","Chapter Eight The Battle of Starcourt","3","8",NA
"Or else our heroic efforts","Chapter Eight The Battle of Starcourt","3","8",NA
"will be for naught!","Chapter Eight The Battle of Starcourt","3","8",NA
"This is a three-man operation, Jim, not two.","Chapter Eight The Battle of Starcourt","3","8",NA
"Yeah, three.","Chapter Eight The Battle of Starcourt","3","8",NA
"El, you're bleeding.","Chapter Eight The Battle of Starcourt","3","8",NA
"Are you okay?","Chapter Eight The Battle of Starcourt","3","8",NA
"Yeah.","Chapter Eight The Battle of Starcourt","3","8",NA
"Here.","Chapter Eight The Battle of Starcourt","3","8",NA
"Okay.","Chapter Eight The Battle of Starcourt","3","8",NA
"Here.","Chapter Eight The Battle of Starcourt","3","8",NA
"Lay down.","Chapter Eight The Battle of Starcourt","3","8",NA
"What's wrong?","Chapter Eight The Battle of Starcourt","3","8",NA
"I don't...","Chapter Eight The Battle of Starcourt","3","8",NA
"I don't know.","Chapter Eight The Battle of Starcourt","3","8",NA
"You can't be serious. Come on!","Chapter Eight The Battle of Starcourt","3","8",NA
"Didn't your mom just buy this car?","Chapter Eight The Battle of Starcourt","3","8",NA
"Yes. I'm sure it's fine.","Chapter Eight The Battle of Starcourt","3","8",NA
"Did you leave the lights on?","Chapter Eight The Battle of Starcourt","3","8",NA
"No.","Chapter Eight The Battle of Starcourt","3","8",NA
"Do we have gas?","Chapter Eight The Battle of Starcourt","3","8",NA
"Yes!","Chapter Eight The Battle of Starcourt","3","8",NA
"Come on!","Chapter Eight The Battle of Starcourt","3","8",NA
"Whoa, whoa, whoa! Just stop, stop!","Chapter Eight The Battle of Starcourt","3","8",NA
"Pop the hood.","Chapter Eight The Battle of Starcourt","3","8",NA
"What the hell?","Chapter Eight The Battle of Starcourt","3","8",NA
"What?","Chapter Eight The Battle of Starcourt","3","8",NA
"The ignition cable's gone.","Chapter Eight The Battle of Starcourt","3","8",NA
"Back in the mall!","Chapter Eight The Battle of Starcourt","3","8",NA
"Back in the mall!","Chapter Eight The Battle of Starcourt","3","8",NA
"Go! Go, go, go!","Chapter Eight The Battle of Starcourt","3","8",NA
"Be careful!","Chapter Eight The Battle of Starcourt","3","8",NA
"Go! Go!","Chapter Eight The Battle of Starcourt","3","8",NA
"Go, go, go!","Chapter Eight The Battle of Starcourt","3","8",NA
"So then I yank those cables like I'm pulling weeds.","Chapter Eight The Battle of Starcourt","3","8",NA
"And that'll set off the alarm...","Chapter Eight The Battle of Starcourt","3","8",NA
"According to Alexei,","Chapter Eight The Battle of Starcourt","3","8",NA
"may his soul rest in peace.","Chapter Eight The Battle of Starcourt","3","8",NA
"Which should give you two an opening to retrieve the keys from the vault.","Chapter Eight The Battle of Starcourt","3","8",NA
"And then we just follow the map to the observation room, turn the key...","Chapter Eight The Battle of Starcourt","3","8",NA
"Kaboom, we blow this sucker sky-high.","Chapter Eight The Battle of Starcourt","3","8",NA
"Yeah.","Chapter Eight The Battle of Starcourt","3","8",NA
"And then, once the rift is closed, we escape back through the vents.","Chapter Eight The Battle of Starcourt","3","8",NA
"Right under their commie noses.","Chapter Eight The Battle of Starcourt","3","8",NA
"Then home free.","Chapter Eight The Battle of Starcourt","3","8",NA
"Uh...","Chapter Eight The Battle of Starcourt","3","8",NA
"Oh, God, just because it wasn't your plan doesn't mean it was a bad plan.","Chapter Eight The Battle of Starcourt","3","8",NA
"I didn't say it was a bad plan.","Chapter Eight The Battle of Starcourt","3","8",NA
"You made a noise.","Chapter Eight The Battle of Starcourt","3","8",NA
"I did not make a noise.","Chapter Eight The Battle of Starcourt","3","8",NA
"You did too.","Chapter Eight The Battle of Starcourt","3","8",NA
"I really think it's disrespectful...","Chapter Eight The Battle of Starcourt","3","8",NA
"What is up with you and noises?","Chapter Eight The Battle of Starcourt","3","8",NA
"Children! Children!","Chapter Eight The Battle of Starcourt","3","8",NA
"It is a good plan.","Chapter Eight The Battle of Starcourt","3","8",NA
"A solid B, which is laudable, given the situation and time constraints.","Chapter Eight The Battle of Starcourt","3","8",NA
"Dare I say, if it all goes right...","Chapter Eight The Battle of Starcourt","3","8",NA
"They'll never even know we were here.","Chapter Eight The Battle of Starcourt","3","8",NA
"Stop right there!","Chapter Eight The Battle of Starcourt","3","8",NA
"Don't shoot! Don't shoot!","Chapter Eight The Battle of Starcourt","3","8",NA
"Documents, important documents...","Chapter Eight The Battle of Starcourt","3","8",NA
"for the Lieutenant-Comrade!","Chapter Eight The Battle of Starcourt","3","8",NA
"He called us, last minute.","Chapter Eight The Battle of Starcourt","3","8",NA
"Pardon our sloppy appearance.","Chapter Eight The Battle of Starcourt","3","8",NA
"Lieutenant? What Lieutenant?","Chapter Eight The Battle of Starcourt","3","8",NA
"Lieutenant...","Chapter Eight The Battle of Starcourt","3","8",NA
"Molotov?","Chapter Eight The Battle of Starcourt","3","8",NA
"Oh, shit.","Chapter Eight The Battle of Starcourt","3","8",NA
"Jim...","Chapter Eight The Battle of Starcourt","3","8",NA
"This is crazy.","Chapter Eight The Battle of Starcourt","3","8",NA
"Oh, my God.","Chapter Eight The Battle of Starcourt","3","8",NA
"Jim, I... This...","Chapter Eight The Battle of Starcourt","3","8",NA
"I had it under control.","Chapter Eight The Battle of Starcourt","3","8",NA
"Yeah, sure you did.","Chapter Eight The Battle of Starcourt","3","8",NA
"What are you doing?","Chapter Eight The Battle of Starcourt","3","8",NA
"I'm improvising.","Chapter Eight The Battle of Starcourt","3","8",NA
"♪ Your love ♪","Chapter Eight The Battle of Starcourt","3","8",NA
"♪ Liftin' me higher... ♪","Chapter Eight The Battle of Starcourt","3","8",NA
